wav_filename,text
/home/beomgon/DeepSpeech/data/Zeroth/clips/200_003_0804.wav,ㄷㅐ ㄴㅣ ㅇㅓㄹ ㅇㅡㄴ S ㅇㅕ ㅅㅓㅅ S ㅅㅏㄹ S ㄸㅐ S ㅊㅓ ㅇㅡㅁ ㅇㅡ ㄹㅗ S ㅅㅓㅇ ㅅㅓ S ㅇㅕㄴ ㄱㅜ ㄹㅡㄹ S ㅅㅏ ㅎㅚ ㅎㅏ ㅇㅕㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/200_003_0804.wav,ㅇㅜ ㄹㅣ ㄴㅡㄴ S ㅇㅕㄱ ㅅㅏ S ㄸㅐ S ㅊㅓㅇ ㅇㅡ ㄹㅗ S ㅅㅓㅇ ㅅㅓ S ㅇㅕㄴ ㄱㅜ ㄹㅡㄹ S ㅅㅏ ㅎㅚ ㅇㅔ S ㅇㅏ ㅅㅣ ㄴㅏ S ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/117_003_2994.wav,ㅁㅐ ㅈㅏㅇ S ㄱㅗㅅ ㄱㅗㅅ ㅇㅔ ㄴㅡㄴ S ㄸㅐㅇ ㅋㅠ S ㅅㅔ ㅇㅣㄹ S ㅇㅣㅂ ㄱㅏㄴ ㅍㅏㄴ ㄱㅘ S ㅇㅕㅇ ㅇㅓㅂ ㅈㅗㅇ ㄹㅛ S ㅇㅏㄴ ㄴㅐ ㅁㅜㄴ ㅇㅣ S ㅅㅔ ㅇㅝ ㅈㅕㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/117_003_2994.wav,ㅅㅏㅇ ㄷㅏㅇ S ㅂㅜ ㄱㅗ ㅇㅔ ㄴㅡㄴ S ㅅㅔㄴ ㅌㅡ ㅅㅔ ㅇㅔ S ㄱㅓㄴ ㄱㅏㅇ ㄱㅘ S ㅇㅕㅇ ㅈㅗㅇ ㄹㅛ S ㅇㅏㄴ ㄷㅚ ㅁㅕㄴ ㅅㅓ S ㅈㅕㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/172_003_2622.wav,ㅎㅏㅅ S ㅍㅡㄹ ㄹㅔ ㅇㅣ ㅅㅡ ㄱㅏ S ㄷㅚㄴ S ㄷㅗㅇ ㄴㅔ ㅇㅢ S ㄱㅡ ㄴㅡㄹ S ㅎㅏ ㄹㅜ ㄱㅏ S ㄷㅏ ㄹㅡ ㄱㅔ S ㅅㅐ ㄹㅗ ㅇㅜㄴ S ㄱㅏ ㄱㅔ ㄷㅡㄹ ㅇㅣ S ㅅㅗㄱ ㅅㅗㄱ S ㄷㅡㄹ ㅇㅓ ㅅㅓ ㄴㅡㄴ S ㅁㅏㅇ ㅇㅝㄴ ㄷㅗㅇ
/home/beomgon/DeepSpeech/data/Zeroth/clips/172_003_2622.wav,ㅇㅣ S ㄱㅣ ㅂㅏㄴ ㅇㅔㄴ S ㄷㅗㅇ ㅎㅐ S ㄱㅡ ㄴㅡㄴ S ㅇㅏ ㄹㅜ ㄱㅏ S ㄷㅏ ㄹㅡ ㄱㅔ S ㅅㅐ ㄹㅗ S ㄱㅏ ㄱㅔ ㄷㅡㄹ ㅇㅣ S ㅅㅗㄱ ㅅㅗㄱ S ㄷㅡ ㄹㅓ S ㅅㅓㄴ ㅇㅓㄴ ㅁㅏ ㅇㅝㄴ ㄷㅗ S ㅇㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/175_003_2397.wav,ㅍㅗㄱ ㅂㅏㄹ ㄹㅗ S ㅇㅣㄴ ㅎㅏㄴ S ㅇㅕㄴ ㄱㅣ ㄴㅡㄴ S ㄱㅗㅇ ㅎㅏㅇ S ㅂㅏㄲ S ㅈㅜ ㅊㅏ ㅈㅏㅇ ㄲㅏ ㅈㅣ S ㅍㅓ ㅈㅕ ㄴㅏ ㄱㅏㅆ ㄱㅗ S ㅅㅏ ㄹㅏㅁ ㄷㅡㄹ ㅇㅡㄴ S ㄴㅗㄹ ㄹㅏ S ㄸㅟ ㅊㅕ ㄴㅏ ㄱㅏ ㄱㅣ S ㅂㅏ ㅃㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/175_003_2397.wav,ㄱㅐ ㅂㅏㄹ ㅅㅏ S ㅇㅣ S ㄴㅏ ㅇㅕㅇ ㅈㅣ ㄴㅏㄴ S ㄱㅗㅇ ㅎㅏㅇ S ㅂㅏㄱ S ㅈㅜ ㅊㅏ ㅈㅏㅇ ㄲㅏ ㅈㅣ S ㅍㅓ ㅂㅜ ㅍㅓ ㄷㅗ S ㄴㅏ ㄱㅏㅆ ㄱㅗ S ㅅㅏ ㄹㅏㅁ ㅇㅡ ㄹㅗ S ㅁㅜㄹ ㄹㅏ ㄱㅣ S ㅊㅜ ㅎㅏㄹ S ㄱㅏ ㄱㅣ S ㅂㅏ ㄲㅜㄴ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/152_003_0393.wav,ㅂㅜ ㅌㅏㄴ S ㅈㅓㅇ ㅂㅜ ㄴㅡㄴ S ㄱㅕㅇ ㅈㅏㄱ ㅈㅣ S ㄱㅐ ㅂㅏㄹ S ㄷㅡㅇ ㅇㅔ S ㄴㅗ ㄷㅗㅇ ㄹㅕㄱ ㅇㅣ S ㅍㅣㄹ ㅇㅛ ㅎㅐㅆ ㄴㅡㄴ ㄷㅔ S ㄹㅗㅅ ㅅㅏㅁ ㅍㅏ ㄱㅏ S ㄱㅡ S ㅇㅕㄱ ㅎㅏㄹ ㅇㅡㄹ S ㅁㅏㅌ ㅇㅏㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/152_003_0393.wav,ㅂㅜ ㅌㅏㄴ S ㅈㅓㅇ ㅂㅜ ㄴㅡㄴ S ㄱㅕㅇ ㅈㅏㄱ ㅈㅣ S ㅇㅕ ㄱㅏ S ㄷㅡㅇ ㅇㅔ S ㄷㅗ ㅈㅓㅇ ㅈㅓㄱ ㅇㅣ S ㅍㅣ ㄴㅡㄴ ㄷㅔ S ㅇㅜ ㅅㅓㄴ S ㅍㅏ ㄱㅏ S ㄱㅡ ㄹㅕ ㄱㅏ S ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/208_003_0838.wav,ㅈㅏㅇ ㅎㅏㄱ ㄱㅡㅁ S ㅎㅓㄴ ㅌㅓ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅏ ㄹㅡ ㅂㅏ ㅇㅣ ㅌㅡ ㄴㅏ S ㄱㅘ ㅇㅚ S ㅎㅘㄹ ㄷㅗㅇ ㅂㅗ ㄷㅏ S ㅈㅏㅇ ㅎㅏㄱ ㄱㅡㅁ ㅇㅣ S ㅎㅝㄹ ㅆㅣㄴ S ㄷㅡㄱ ㅇㅣ ㄹㅏ ㄱㅗ S ㅁㅏㄹ ㅎㅏㄴ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/208_003_0838.wav,ㅇㅏ ㅁㅏ ㄱㅡㄴ S ㅎㅘㄴ ㅈㅏ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅏ ㄹㅡ ㅂㅏ ㅇㅣ ㅌㅡ ㄴㅏ S ㄱㅘ ㅇㅣㄹ ㅈㅜ ㄹㅗ ㄱㅏ S ㅈㅏ ㄱㅡㅁ ㅇㅣ S ㅎㅝㄹ ㅅㅔㄴ ㅌㅡ ㅇㅣ ㄹㅏ ㄱㅗ S ㅎㅘ ㅎㅏㄴ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/130_003_2815.wav,ㅇㅕ ㅎㅗ ㅇㅘ ㅇㅢ S ㅈㅏ ㅂㅣ ㄱㅏ S ㅇㅓㅄ ㅇㅓㅆ ㄷㅏ ㅁㅕㄴ S ㅈㅣ ㄱㅡㅁ ㅉㅡㅁ S ㄴㅏ ㄴㅡㄴ S ㅇㅓ ㄸㅓㅎ ㄱㅔ S ㄷㅚ ㅇㅓㅆ ㅇㅡㄹ S ㄱㅓㅅ ㅇㅣㅂ ㄴㅣ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/130_003_2815.wav,ㅇㅕ ㅎㅗ ㅇㅘ ㅇㅢ S ㅈㅏ ㅂㅣ ㄱㅏ S ㅇㅓㅄ ㅇㅓㅆ ㄷㅏ ㄴㅏ ㅈㅣ S ㅁㅗ ㄷㅡㄴ S ㄷㅏㄴ ㅇㅓ ㅇㅓ ㄷㅓ ㅇㅔ S ㄷㅡㄹ ㅇㅓ ㅈㅣㄹ S ㄱㅓㅅ ㅇㅣㅂ ㄴㅣ ㄱㅏ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/145_003_1168.wav,ㄱㅡ ㄷㅡㄹ ㅇㅡㄴ S ㅍㅡㄹ ㄹㅗ ㄹㅏ ㄱㅏ S ㅈㅏ ㅅㅣㄴ ㄷㅡㄹ ㅇㅢ S ㅅㅜ ㅎㅗ S ㅇㅕ ㅅㅣㄴ ㅇㅣ ㄹㅏ ㄱㅗ S ㅅㅐㅇ ㄱㅏㄱ ㅎㅐㅆ ㄱㅣ S ㄸㅐ ㅁㅜㄴ ㅇㅣㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/145_003_1168.wav,ㅇㅣ ㄷㅡㄹ S ㄱㅡ ㄷㅡㄹ ㅇㅡㄴ S ㅍㅡㄹ ㄹㅗ ㄹㅏ ㄱㅏ S ㅈㅏ ㅅㅣㄴ ㄷㅡㄹ ㅇㅢ S ㅅㅜ S ㅇㅕㄱ ㅅㅣ S ㅇㅕ S ㅅㅏ ㅌㅐ ㄱㅣ S ㄸㅐ ㅁㅜㄴ ㅇㅣㅂ ㄴㅣ ㄷㅏ S ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/117_003_1878.wav,ㅈㅣ ㄱㅡㅁ S ㅇㅑ ㄷㅏㅇ ㅇㅔ S ㄱㅣㅁ ㄷㅐ ㅈㅜㅇ S ㄷㅐ ㅌㅗㅇ ㄹㅕㅇ S ㄴㅗ ㅁㅜ ㅎㅕㄴ S ㄷㅐ ㅌㅗㅇ ㄹㅕㅇ S ㅅㅏ ㅈㅣㄴ S ㅇㅏㄴ S ㄱㅓㄹ ㄹㅕ S ㅇㅣㅆ ㅅㅡㅂ ㄴㅣ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/117_003_1878.wav,ㅈㅣ ㄱㅡㅁ S ㅇㅑ ㄷㅏㅇ ㅇㅔ S ㄱㅣㅁ ㄷㅐ ㅈㅜㅇ S ㄷㅐ ㅌㅗㅇ ㄹㅕㅇ S ㅂㅜ ㅂㅜㄴ ㅇㅡ ㅁㅕㄴ S ㅅㅏ ㅅㅣㄹ ㅅㅏㅇ S ㄱㅓㄹ ㄹㅕ S ㅇㅣㅆ ㄴㅡㄴ ㄱㅏ S ㄹㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/142_003_0609.wav,ㅎㅏㄹ ㅁㅓ ㄴㅣ ㅇㅢ S ㅇㅣ ㅇㅜㅅ ㄷㅡㄹ S ㅈㅜㅇ S ㅅㅏㅇ ㄷㅏㅇ ㅅㅜ ㄱㅏ S ㅋㅗ ㅋㅗ ㄴㅓㅅ S ㅁㅗㄱ ㅈㅐ ㄹㅗ S ㅇㅗ ㄷㅜ ㅁㅏㄱ ㅇㅡㄹ S ㅈㅣ ㅇㅓㅆ ㄱㅗ S ㅈㅣ ㅂㅜㅇ ㅇㅡㄴ S ㅁㅏㄹ ㄹㅣㄴ S ㅋㅗ ㅋㅗ ㄴㅓㅅ S ㅇㅣㅍ ㅇㅡ ㄹㅗ S ㅁㅏㄴ ㄷㅡㄹ ㅇㅓㅆ ㅈㅣ ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/142_003_0609.wav,ㅇㅓ ㅁㅓ ㄴㅣ S ㅇㅠ ㄷㅗ S ㅈㅜㅇ S ㅅㅏㅇ ㄷㅏㅇ ㅅㅜ ㄱㅏ S ㅋㅗ ㅂㅗ ㅎㅗ S ㅈㅔ S ㅇㅗ ㄷㅜ ㄹㅏ ㅇㅡㄹ S ㅈㅣ ㅇㅓㅆ ㄱㅗ S ㅈㅣ ㅂㅜ S ㅁㅏㄴ ㄹㅣㄴ S ㅎㅏ ㄱㅗ S ㄴㅏ ㄴㅣ ㅇㅡ ㄹㅗ S ㅁㅏㄴ ㄷㅡㄹ ㅇㅓㅆ ㅈㅣ ㅇㅛ ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/114_003_0887.wav,ㅎㅏ ㅁㅏ ㄴㅡㄴ S ㄸㅏㅇ S ㅇㅟ ㅇㅔ ㅅㅓ S ㅎㅗㄴ ㅈㅏ S ㅍㅜㄹ ㅇㅡㄹ S ㅁㅓㄱ ㄱㅗ S ㅇㅣㅆ ㅇㅡㄹ S ㄱㅕㅇ ㅇㅜ S ㅅㅏ ㅈㅏ ㄷㅡㄹ ㅇㅢ S ㄱㅗㅇ ㄱㅕㄱ ㅇㅡㄹ S ㅂㅏㄷ ㄱㅣ S ㅅㅟㅂ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/114_003_0887.wav,ㅎㅏ ㅁㅏ ㄴㅡㄴ S ㄸㅏㅇ ㅇㅣ ㅅㅓㅇ ㅇㅡㄴ S ㅈㅏㄱ ㅍㅜㅁ ㅇㅡㄹ S ㅂㅗ ㄱㅗ S ㅇㅣㅆ ㅇㅡㄹ S ㄱㅕㅇ ㅇㅜ S ㅅㅏ ㅈㅏ ㄷㅡㄹ ㅇㅢ S ㄱㅗㅇ ㄱㅕㄱ ㅇㅡㄹ S ㅂㅏㄷ ㄱㅣ S ㅅㅣㅂ S ㅅㅣㄴ S ㄷㅏ S ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/131_003_2252.wav,ㅅㅏ ㅅㅐㅇ ㅎㅘㄹ ㅇㅡㄹ S ㅊㅣㅁ ㅎㅐ ㅎㅏㄴ ㄷㅏ ㅁㅕ S ㅂㅕㄴ ㅎㅗ ㅅㅏ S ㄷㅡㅇ ㅇㅡ ㄹㅗ S ㄱㅜ ㅅㅓㅇ ㄷㅚㄴ S ㄷㅏㄴ ㅊㅔ ㄱㅏ S ㅅㅗ ㅅㅗㅇ ㅇㅡㄹ S ㅈㅔ ㄱㅣ ㅎㅏ ㄱㅣ ㄹㅗ S ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/131_003_2252.wav,ㅇㅣ ㅎㅐ ㄱㅘ ㅇㅢ S ㅊㅣ ㅁㅐ ㅎㅏㄴ S ㄷㅏㅇ ㅇㅡㄹ S ㅂㅓ ㄷㅡ ㄱㅏ S ㄷㅡㅇ ㅇㅡ ㄹㅗ S ㄱㅜ ㅅㅓㅇ ㅎㅏㄴ S ㅂㅏㄴ ㅅㅔ ㄱㅏ S ㅅㅗ ㅅㅗㅇ ㅇㅡㄹ S ㅈㅔ ㄱㅣ ㅎㅏ ㄱㅣ ㄹㅗ S ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/208_003_0871.wav,ㅇㅣ ㄱㅓ ㅂㅗ ㄷㅏ S ㄷㅓ S ㅆㅏㄴ S ㅁㅜㄹ ㄱㅓㄴ ㄷㅗ S ㅇㅣㅆ ㄴㅡㄴ ㄷㅔ S ㅇㅗ S ㅊㅓㄴ ㅁㅏㄴ S ㅇㅝㄴ S ㅈㅓㅇ ㄷㅗ ㄴㅡㄴ S ㄴㅏㅈ ㅇㅏ ㅈㅣㄴ S ㄱㅔ S ㅇㅏ ㄴㅣㄴ ㄱㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/208_003_0871.wav,ㅇㅣ ㄱㅓ ㅂㅗ ㄷㅏ S ㄷㅓ S ㅆㅏㄴ S ㅇㅜ ㄱㅜㄱ ㅇㅡㄹ S ㅇㅣㅆ ㄴㅡㄴ ㄷㅔ S ㅇㅗ S ㅊㅓㄴ ㅁㅏㄴ S ㅇㅝㄴ S ㅎㅜ ㅁㅜㄴ ㅇㅡㄴ S ㄴㅏ ㄹㅏ ㅇㅣㄴ ㅇㅣ S ㅇㅏ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/145_003_0869.wav,ㅅㅣㅂ S ㄱㅜ S ㅅㅔ ㄱㅣ S ㅊㅗ ㅇㅔ S ㅇㅕㅇ ㄱㅜㄱ S ㅇㅣㅇ ㄱㅡㄹ ㄹㅐㄴ ㄷㅡ ㅇㅘ S ㅅㅡ ㅋㅗ ㅌㅡㄹ ㄹㅐㄴ ㄷㅡ S ㅇㅞ ㅇㅣㄹ ㅅㅡ ㅇㅔ S ㅇㅣㅆ ㄷㅓㄴ S ㅇㅜㄴ ㅎㅏ ㄷㅡㄹ ㅇㅢ S ㄱㅣㄹ ㅇㅣ ㄹㅡㄹ S ㅁㅗ ㄷㅜ S ㅎㅏㅂ ㅎㅏ ㅁㅕㄴ S ㅇㅠㄱ ㅊㅓㄴ S ㅋㅣㄹ ㄹㅗ ㅁㅣ ㅌㅓ ㅇㅔ S ㄷㅏㄹ ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/145_003_0869.wav,ㅅㅣㅂ S ㄱㅜ S ㅅㅔ ㄱㅣ S ㅊㅗ ㅇㅔ S ㅇㅕㅇ ㄱㅜㄱ ㅇㅣㄴ ㄱㅜ ㄹㅡㄹ S ㄷㅗ ㅇㅘ S ㅅㅡ ㅋㅗ ㅌㅡㄹ ㄹㅐㄴ ㄷㅡ S ㅇㅞ ㅇㅡㄹ S ㅅㅜ S ㅇㅣㅆ ㄷㅏ ㄱㅗ S ㄴㅏ ㄷㅡㄹ ㅇㅣ S ㄷㅐ ㄹㅣ S ㅇㅣ S ㅁㅗ ㄷㅜ ㅎㅏ ㅎㅏ ㅁㅕㄴ S ㅇㅠㄱ ㅊㅓㄴ S ㄱㅜ ㄹㅗ ㅁㅣ ㅌㅓ S ㄷㅏ ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/158_003_1472.wav,ㄷㅏㅇ ㅅㅣㄴ ㅇㅡㄴ S ㅁㅗㅁ ㅇㅡ ㄹㅗ S ㅎㅏ ㄴㅡㄴ S ㅇㅣㄹ ㅇㅔ S ㄷㅐ ㅎㅐ S ㅇㅓ ㄸㅓㄴ S ㅅㅐㅇ ㄱㅏㄱ ㅇㅡㄹ S ㄱㅏ ㅈㅣ ㄱㅗ S ㅇㅣㅆ ㅅㅡㅂ ㄴㅣ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/158_003_1472.wav,ㅎㅏ ㅈㅣ ㅁㅏㄴ S ㅁㅗ ㅂㅜ ㄹㅗ S ㅎㅏ ㄴㅡ ㄴㅣㅁ ㅇㅔ S ㄷㅐ ㅎㅐ S ㅇㅓ ㄸㅓㄴ S ㅅㅐㅇ ㄱㅏㄱ ㅇㅡㄹ S ㄱㅏ ㅈㅣ ㄱㅗ S ㅇㅣㅆ ㅇㅡ ㄴㅣ ㄲㅏ S ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/189_003_1563.wav,ㄴㅚ S ㅈㅗ ㅈㅣㄱ S ㅇㅣㄹ S ㄱㅡ ㄹㅐㅁ ㅇㅔ S ㅅㅜ ㅂㅐㄱ ㅁㅏㄴ S ㄱㅐ ㄱㅏ S ㅆㅏㅎ ㅇㅕ S ㅇㅣㅆ ㄱㅣ ㄷㅗ S ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/189_003_1563.wav,ㅇㅏ ㅈㅜ S ㅅㅔ ㄱㅖ ㅇㅡㄹ ㅇㅔ S ㅁㅐ ㅇㅔ S ㅅㅜ ㅂㅐㄱ ㅁㅏㄴ S ㄱㅐ ㅇㅔ S ㅆㅏㅎ ㅇㅕ S ㅇㅣㅆ ㄱㅣ ㄷㅗ S ㅎㅐㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
